   z,   ex_real,   ex_imag,   hy_real,   hy_imag,   rho
   1.9166874236557196e+03,  -8.7764452903632997e-15,  -1.6264878291603001e-15,  -5.1488926327513998e-12,   4.2297284197791998e-12,   1.0000000000000000e+00
   1.9360479026825449e+03,  -8.4314185021366001e-15,  -1.5331779223524999e-15,  -4.9312663257788004e-12,   4.0498974364142003e-12,   1.0000000000000000e+00
   1.9554083817093704e+03,  -8.1031109460881002e-15,  -1.4454568243564999e-15,  -4.7257326010585002e-12,   3.8801366118425002e-12,   1.0000000000000000e+00
   1.9747688607361958e+03,  -7.7905332673125002e-15,  -1.3630300411536000e-15,  -4.5314628857349002e-12,   3.7197489340628000e-12,   1.0000000000000000e+00
   1.9941293397630211e+03,  -7.4927726784418001e-15,  -1.2856128185321999e-15,  -4.3476959556825000e-12,   3.5680947009941999e-12,   1.0000000000000000e+00
   2.0134898187898468e+03,  -7.2089848648422994e-15,  -1.2129304833054000e-15,  -4.1737315923248003e-12,   3.4245860867152999e-12,   8.0000000000000000e+01
   2.0328502978166723e+03,  -6.9383869817108997e-15,  -1.1447187334738001e-15,  -4.0089249208958996e-12,   3.2886822844734000e-12,   8.0000000000000000e+01
   2.0522107768434976e+03,  -6.6802515781885002e-15,  -1.0807238541672000e-15,  -3.8526813481957996e-12,   3.1598851602426001e-12,   8.0000000000000000e+01
   2.0715712558703231e+03,  -6.4339013076684999e-15,  -1.0207028493256999e-15,  -3.7044520285736000e-12,   3.0377353585565999e-12,   8.0000000000000000e+01
   2.0909317348971485e+03,  -6.1987043049876996e-15,  -9.6442348792695002e-16,  -3.5637297961077999e-12,   2.9218088093147001e-12,   8.0000000000000000e+01
   2.1102922139239740e+03,  -5.9740701298812003e-15,  -9.1166426935086996e-16,  -3.4300455089480999e-12,   2.8117135903593000e-12,   1.0000000000000000e+00
   2.1296526929507995e+03,  -5.7594461922478000e-15,  -8.6221431576272000e-16,  -3.3029647586914999e-12,   2.7070871060010001e-12,   1.0000000000000000e+00
