   z,   ex_real,   ex_imag,   hy_real,   hy_imag,   rho
   1.6361036703094339e+03,  -2.0706014336918999e-13,  -8.7324216788224000e-15,  -9.6219484861412995e-11,   2.1479909858215000e-11,   5.0000000000000000e+00
   1.6598153177052225e+03,  -1.8898886514553000e-13,  -4.8063856702897001e-15,  -8.8858195085319999e-11,   1.9640620773000999e-11,   5.0000000000000000e+00
   1.6835269651010115e+03,  -1.7265933202171999e-13,  -1.5366982859375001e-15,  -8.2245005145218994e-11,   1.8000593132009999e-11,   5.0000000000000000e+00
   1.7072386124968007e+03,  -1.5787069994157001e-13,   1.1681696835858000e-15,  -7.6284733310576999e-11,   1.6533739262906000e-11,   5.0000000000000000e+00
   1.7309502598925892e+03,  -1.4445153781157000e-13,   3.3858886458960002e-15,  -7.0897028096530994e-11,   1.5217837769082999e-11,   5.0000000000000000e+00
   1.7546619072883782e+03,  -1.3225450860758000e-13,   5.1830010653921000e-15,  -6.6013595392746997e-11,   1.4033992135891000e-11,   5.0000000000000000e+00
   1.7783735546841672e+03,  -1.2115213333286001e-13,   6.6169269267262002e-15,  -6.1576016710127004e-11,   1.2966122564679999e-11,   5.0000000000000000e+00
   1.8020852020799559e+03,  -1.1103341770034000e-13,   7.7374725460883001e-15,  -5.7534025396395998e-11,   1.2000512216523000e-11,   5.0000000000000000e+00
   1.8257968494757449e+03,  -1.0180115862944000e-13,   8.5879969470894003e-15,  -5.3844136952583999e-11,   1.1125415342524001e-11,   5.0000000000000000e+00
   1.8495084968715339e+03,  -9.3369782765523003e-14,   9.2063386039506003e-15,  -5.0468553106418000e-11,   1.0330726658514000e-11,   5.0000000000000000e+00
   1.8732201442673227e+03,  -8.5663600041840002e-14,   9.6255705804121008e-15,  -4.7374277910741003e-11,   9.6077069295684005e-12,   5.0000000000000000e+00
   1.8969317916631117e+03,  -7.8615381084642998e-14,   9.8746290111360002e-15,  -4.4532398669488001e-11,   8.9487577369153992e-12,   5.0000000000000000e+00
   1.9206434390589006e+03,  -7.2165188112895997e-14,   9.9788448182662007e-15,  -4.1917495717526000e-11,   8.3472378807786998e-12,   5.0000000000000000e+00
   1.9443550864546894e+03,  -6.6259405428742002e-14,   9.9603988900230001e-15,  -3.9507153665789997e-11,   7.7973141991638000e-12,   5.0000000000000000e+00
   1.9680667338504784e+03,  -6.0849928316313004e-14,   9.8387148165524002e-15,  -3.7281553238749997e-11,   7.2938403413348002e-12,   5.0000000000000000e+00
   1.9917783812462674e+03,  -5.5893478866731998e-14,   9.6307994122625007e-15,  -3.5223127745811997e-11,   6.8322579644756004e-12,   5.0000000000000000e+00
   2.0154900286420559e+03,  -5.1351024566502002e-14,   9.3515388052121002e-15,  -3.3316271919339002e-11,   6.4085157666820000e-12,   1.0000000000000000e+02
   2.0392016760378449e+03,  -4.7187280973195998e-14,   9.0139562917196995e-15,  -3.1547093617831002e-11,   6.0190026429422002e-12,   1.0000000000000000e+02
   2.0629133234336341e+03,  -4.3370283903600000e-14,   8.6294370890926007e-15,  -2.9903200965360999e-11,   5.6604920129082999e-12,   1.0000000000000000e+02
   2.0866249708294226e+03,  -3.9871019628042999e-14,   8.2079243575183007e-15,  -2.8373519055224000e-11,   5.3300950076529999e-12,   1.0000000000000000e+02
   2.1103366182252116e+03,  -3.6663103871861999e-14,   7.7580902772551993e-15,  -2.6948131521240000e-11,   5.0252207212822003e-12,   5.0000000000000000e+00
   2.1340482656210006e+03,  -3.3722502174434998e-14,   7.2874854874620006e-15,  -2.5618143174704001e-11,   4.7435421447049001e-12,   5.0000000000000000e+00
   2.1577599130167896e+03,  -3.1027285498600000e-14,   6.8026697799564002e-15,  -2.4375560592662000e-11,   4.4829667189571003e-12,   5.0000000000000000e+00
   2.1814715604125786e+03,  -2.8557416027975000e-14,   6.3093265752372004e-15,  -2.3213188078597999e-11,   4.2416106905953003e-12,   5.0000000000000000e+00
   2.2051832078083676e+03,  -2.6294558915601000e-14,   5.8123633799330003e-15,  -2.2124536839165001e-11,   4.0177766371283002e-12,   5.0000000000000000e+00
   2.2288948552041561e+03,  -2.4221916410895001e-14,   5.3160001305585999e-15,  -2.1103745558993998e-11,   3.8099336694604003e-12,   5.0000000000000000e+00
   2.2526065025999451e+03,  -2.2324081332799000e-14,   4.8238470657897999e-15,  -2.0145510830514999e-11,   3.6166999219094001e-12,   5.0000000000000000e+00
   2.2763181499957341e+03,  -2.0586907304286000e-14,   4.3389735371565001e-15,  -1.9245026121952000e-11,   3.4368270174796999e-12,   5.0000000000000000e+00
   2.3000297973915226e+03,  -1.8997393536959001e-14,   3.8639689645583000e-15,  -1.8397928155121001e-11,   3.2691862536135001e-12,   5.0000000000000000e+00
   2.3237414447873116e+03,  -1.7543582269558999e-14,   3.4009969662880998e-15,  -1.7600249723066001e-11,   3.1127562969626999e-12,   5.0000000000000000e+00
   2.3474530921831006e+03,  -1.6214467231457001e-14,   2.9518435412323999e-15,  -1.6848378111852002e-11,   2.9666122087320999e-12,   5.0000000000000000e+00
   2.3711647395788896e+03,  -1.4999911730058001e-14,   2.5179600511278999e-15,  -1.6139018405307999e-11,   2.8299156478133000e-12,   5.0000000000000000e+00
   2.3948763869746786e+03,  -1.3890575155827000e-14,   2.1005016405503001e-15,  -1.5469161049468001e-11,   2.7019061192798000e-12,   5.0000000000000000e+00
   2.4185880343704675e+03,  -1.2877846865420000e-14,   1.7003616392242001e-15,  -1.4836053137628000e-11,   2.5818931523784999e-12,   5.0000000000000000e+00
   2.4422996817662561e+03,  -1.1953786546424001e-14,   1.3182024130122001e-15,  -1.4237172949272999e-11,   2.4692493059126000e-12,   5.0000000000000000e+00
   2.4660113291620451e+03,  -1.1111070289736999e-14,   9.5448306413509993e-16,  -1.3670207338494000e-11,   2.3634039106471999e-12,   5.0000000000000000e+00
   2.4897229765578340e+03,  -1.0342941700815000e-14,   6.0948432607606002e-16,  -1.3133031621197000e-11,   2.2638374684580999e-12,   5.0000000000000000e+00
   2.5134346239536230e+03,  -9.6431674711036998e-15,   2.8333095232779998e-16,  -1.2623691656745000e-11,   2.1700766368405000e-12,   5.0000000000000000e+00
   2.5371462713494120e+03,  -9.0059969082522997e-15,  -2.3988140722678001e-17,  -1.2140387859608001e-11,   2.0816897352250001e-12,   5.0000000000000000e+00
   2.5608579187452010e+03,  -8.4261249899953998e-15,  -3.1260174915639000e-16,  -1.1681460910998000e-11,   1.9982827165326002e-12,   5.0000000000000000e+00
   2.5845695661409895e+03,  -7.8986585633644996e-15,  -5.8274007527064996e-16,  -1.1245378970268001e-11,   1.9194955536038001e-12,   5.0000000000000000e+00
   2.6082812135367785e+03,  -7.4190853596759995e-15,  -8.3472006319204999e-16,  -1.0830726211415999e-11,   1.8449989957088000e-12,   5.0000000000000000e+00
