   z,   ex_real,   ex_imag,   hy_real,   hy_imag,   rho
   2.4814666666666667e+03,  -1.6448670577952000e-13,  -1.4889458757170999e-13,  -1.6468326705430001e-10,  -8.6510059957700998e-11,   5.0000000000000000e+00
   2.5150000000000000e+03,  -1.5251373387550000e-13,  -1.3555370350723999e-13,  -1.5273290407870000e-10,  -8.0665792761660003e-11,   5.0000000000000000e+00
   2.5485333333333328e+03,  -1.4155249375025000e-13,  -1.2361180706841999e-13,  -1.4193584222163001e-10,  -7.5412579635623002e-11,   5.0000000000000000e+00
   2.5820666666666666e+03,  -1.3149983735202000e-13,  -1.1289354522971000e-13,  -1.3215928258806999e-10,  -7.0666712986929999e-11,   5.0000000000000000e+00
   2.6155999999999999e+03,  -1.2226402588656001e-13,  -1.0325007769082000e-13,  -1.2328692104217000e-10,  -6.6359058102978005e-11,   5.0000000000000000e+00
   2.6491333333333332e+03,  -1.1376368321394000e-13,  -9.4554523862529001e-14,  -1.1521696139835000e-10,  -6.2432298145334994e-11,   5.0000000000000000e+00
   2.6826666666666665e+03,  -1.0592674230982000e-13,  -8.6698232038100002e-14,  -1.0786032331508000e-10,  -5.8838702883092000e-11,   5.0000000000000000e+00
   2.7161999999999998e+03,  -9.8689428722031003e-14,  -7.9587724211177999e-14,  -1.0113903976070000e-10,  -5.5538325222644999e-11,   5.0000000000000000e+00
   2.7497333333333331e+03,  -9.1995307615327995e-14,  -7.3142194183123003e-14,  -9.4984834314358996e-11,  -5.2497546023043001e-11,   5.0000000000000000e+00
   2.7832666666666664e+03,  -8.5794408782516994e-14,  -6.7291457521169003e-14,  -8.9337865761093005e-11,  -4.9687901584310001e-11,   5.0000000000000000e+00
   2.8168000000000002e+03,  -8.0042435595795001e-14,  -6.1974269765591006e-14,  -8.4145625957529998e-11,  -4.7085139884192002e-11,   5.0000000000000000e+00
   2.8503333333333330e+03,  -7.4700058264080000e-14,  -5.7136944320013005e-14,  -7.9361976410820997e-11,  -4.4668461416450997e-11,   5.0000000000000000e+00
   2.8838666666666663e+03,  -6.9732288179232001e-14,  -5.2732214017875000e-14,  -7.4946309142766998e-11,  -4.2419908622713003e-11,   5.0000000000000000e+00
   2.9174000000000001e+03,  -6.5107927994009006e-14,  -4.8718290767706002e-14,  -7.0862817985457001e-11,  -4.0323874653352998e-11,   5.0000000000000000e+00
   2.9509333333333329e+03,  -6.0799090943372002e-14,  -4.5058086253993001e-14,  -6.7079867311596995e-11,  -3.8366707755279997e-11,   5.0000000000000000e+00
   2.9844666666666667e+03,  -5.6780782478035001e-14,  -4.1718563694949997e-14,  -6.3569446221312002e-11,  -3.6536392153262999e-11,   5.0000000000000000e+00
   3.0180000000000000e+03,  -5.3030537291483997e-14,  -3.8670196387812998e-14,  -6.0306697300468003e-11,  -3.4822290028748998e-11,   5.0000000000000000e+00
   3.0515333333333328e+03,  -4.9528105121347001e-14,  -3.5886513427728999e-14,  -5.7269510171593999e-11,  -3.3214932245218001e-11,   5.0000000000000000e+00
   3.0850666666666666e+03,  -4.6255179174137000e-14,  -3.3343716756907002e-14,  -5.4438171135212002e-11,  -3.1705847940605001e-11,   5.0000000000000000e+00
   3.1185999999999999e+03,  -4.3195161576543002e-14,  -3.1020356747071001e-14,  -5.1795061219092999e-11,  -3.0287425105809001e-11,   5.0000000000000000e+00
   3.1521333333333332e+03,  -4.0332960841074000e-14,  -2.8897055973900999e-14,  -4.9324395899133999e-11,  -2.8952795878408000e-11,   5.0000000000000000e+00
   3.1856666666666665e+03,  -3.7654816912156002e-14,  -2.6956272818689000e-14,  -4.7012000619422000e-11,  -2.7695741573159000e-11,   5.0000000000000000e+00
   3.2191999999999998e+03,  -3.5148149908275002e-14,  -2.5182098121161999e-14,  -4.4845117017685998e-11,  -2.6510613504855000e-11,   5.0000000000000000e+00
   3.2527333333333331e+03,  -3.2801429183456001e-14,  -2.3560079383780002e-14,  -4.2812235456735998e-11,  -2.5392266483442001e-11,   5.0000000000000000e+00
   3.2862666666666664e+03,  -3.0604059790641003e-14,  -2.2077068052621998e-14,  -4.0902950076155998e-11,  -2.4336002516292999e-11,   5.0000000000000000e+00
   3.3198000000000002e+03,  -2.8546283838999998e-14,  -2.0721086223093000e-14,  -3.9107833116828997e-11,  -2.3337522771379000e-11,   5.0000000000000000e+00
   3.3533333333333330e+03,  -2.6619094597398999e-14,  -1.9481209780291001e-14,  -3.7418325739977999e-11,  -2.2392886264828999e-11,   5.0000000000000000e+00
   3.3868666666666663e+03,  -2.4814161510423000e-14,  -1.8347465515996002e-14,  -3.5826642968814000e-11,  -2.1498474058950999e-11,   5.0000000000000000e+00
   3.4204000000000001e+03,  -2.3123764564985999e-14,  -1.7310740193205002e-14,  -3.4325690731417001e-11,  -2.0650958010287999e-11,   5.0000000000000000e+00
   3.4539333333333329e+03,  -2.1540736679038999e-14,  -1.6362699875457000e-14,  -3.2908993284322998e-11,  -1.9847273305742001e-11,   5.0000000000000000e+00
   3.4874666666666667e+03,  -2.0058412983562001e-14,  -1.5495718118636001e-14,  -3.1570629553720998e-11,  -1.9084594180257001e-11,   5.0000000000000000e+00
   3.5210000000000000e+03,  -1.8670586039073000e-14,  -1.4702811850658002e-14,  -3.0305177150611002e-11,  -1.8360312330738999e-11,   5.0000000000000000e+00
   3.5545333333333328e+03,  -1.7371466172138998e-14,  -1.3977583950137000e-14,  -2.9107663002931003e-11,  -1.7672017635655000e-11,   5.0000000000000000e+00
   3.5880666666666666e+03,  -1.6155646239597001e-14,  -1.3314171687030001e-14,  -2.7973519705979001e-11,  -1.7017480863631999e-11,   5.0000000000000000e+00
   3.6215999999999999e+03,  -1.5018070231490001e-14,  -1.2707200313186000e-14,  -2.6898546826564001e-11,  -1.6394638112098001e-11,   5.0000000000000000e+00
   3.6551333333333332e+03,  -1.3954005210770999e-14,  -1.2151741193908001e-14,  -2.5878876509743001e-11,  -1.5801576762224001e-11,   5.0000000000000000e+00
   3.6886666666666665e+03,  -1.2959016161551000e-14,  -1.1643273957274000e-14,  -2.4910942832772999e-11,  -1.5236522771924000e-11,   5.0000000000000000e+00
