   z,   ex_real,   ex_imag,   hy_real,   hy_imag,   rho
   1.6069197592265123e+03,  -1.5211117830434001e-14,  -2.3690131557202999e-15,  -1.1969585163484000e-11,   1.0423065963481001e-11,   2.0000000000000000e+00
   1.6262802382533378e+03,  -1.4635399473103001e-14,  -2.4414071480553002e-15,  -1.1322972856199000e-11,   9.8529792797046999e-12,   2.0000000000000000e+00
   1.6456407172801630e+03,  -1.4090418816436999e-14,  -2.4838175247639999e-15,  -1.0721493818165000e-11,   9.3240119978729995e-12,   2.0000000000000000e+00
   1.6650011963069887e+03,  -1.3573580471644000e-14,  -2.5013213263360002e-15,  -1.0161330655517000e-11,   8.8324488377805004e-12,   2.0000000000000000e+00
   1.6843616753338142e+03,  -1.3082593125293999e-14,  -2.4981884308265002e-15,  -9.6390457128567004e-12,   8.3749816844939995e-12,   2.0000000000000000e+00
   1.7037221543606395e+03,  -1.2615420612242000e-14,  -2.4780207754832998e-15,  -9.1515370283413007e-12,   7.9486572470030998e-12,   2.0000000000000000e+00
   1.7230826333874650e+03,  -1.2170244068175001e-14,  -2.4438660852695998e-15,  -8.6960002225719004e-12,   7.5508322995724992e-12,   2.0000000000000000e+00
   1.7424431124142905e+03,  -1.1745432280879000e-14,  -2.3983107195444999e-15,  -8.2698954125474998e-12,   7.1791353190168998e-12,   2.0000000000000000e+00
   1.7618035914411157e+03,  -1.1339518076300000e-14,  -2.3435554681501001e-15,  -7.8709183909381003e-12,   6.8314335249536998e-12,   2.0000000000000000e+00
   1.7811640704679414e+03,  -1.0951179134365000e-14,  -2.2814774696739999e-15,  -7.4969754367129999e-12,   6.5058044909776004e-12,   2.0000000000000000e+00
   1.8005245494947669e+03,  -1.0579222059622000e-14,  -2.2136808682045001e-15,  -7.1461612281926997e-12,   6.2005116290201001e-12,   2.0000000000000000e+00
   1.8198850285215922e+03,  -1.0222568858262000e-14,  -2.1415383557752002e-15,  -6.8167394167388999e-12,   5.9139829615359003e-12,   2.0000000000000000e+00
   1.8392455075484177e+03,  -9.8802452172966001e-15,  -2.0662253538141000e-15,  -6.5071254911660998e-12,   5.6447926902546001e-12,   2.0000000000000000e+00
   1.8586059865752432e+03,  -9.5513701614731003e-15,  -1.9887482582923999e-15,  -6.2158716221101003e-12,   5.3916451489675001e-12,   2.0000000000000000e+00
   1.8779664656020684e+03,  -9.2351467935265001e-15,  -1.9099679006418000e-15,  -5.9416532242029998e-12,   5.1533607936097998e-12,   2.0000000000000000e+00
   1.8973269446288941e+03,  -8.9308539159271999e-15,  -1.8306191519889999e-15,  -5.6832570139468997e-12,   4.9288639378433001e-12,   2.0000000000000000e+00
   1.9166874236557196e+03,  -8.6378383964618999e-15,  -1.7513274144432000e-15,  -5.4395703742055999e-12,   4.7171719881575001e-12,   2.0000000000000000e+00
   1.9360479026825449e+03,  -8.3555081838348007e-15,  -1.6726225937872000e-15,  -5.2095718636405999e-12,   4.5173859707273998e-12,   2.0000000000000000e+00
   1.9554083817093704e+03,  -8.0833259081726995e-15,  -1.5949510270573000e-15,  -4.9923227322180001e-12,   4.3286821741256004e-12,   2.0000000000000000e+00
   1.9747688607361958e+03,  -7.8208030198806002e-15,  -1.5186857414322001e-15,  -4.7869593230276998e-12,   4.1503047586015003e-12,   2.0000000000000000e+00
   1.9941293397630211e+03,  -7.5674944313349998e-15,  -1.4441353432182999e-15,  -4.5926862567376003e-12,   3.9815592048685999e-12,   2.0000000000000000e+00
   2.0134898187898468e+03,  -7.3229936323971996e-15,  -1.3715517739500999e-15,  -4.4087703086351002e-12,   3.8218064939772998e-12,   9.0000000000000000e+01
   2.0328502978166723e+03,  -7.0869282539298996e-15,  -1.3011371216881000e-15,  -4.2345348997855002e-12,   3.6704579254761997e-12,   9.0000000000000000e+01
   2.0522107768434976e+03,  -6.8589560549572000e-15,  -1.2330496370477999e-15,  -4.0693551337626000e-12,   3.5269704942300002e-12,   9.0000000000000000e+01
   2.0715712558703231e+03,  -6.6387613094024004e-15,  -1.1674090731620000e-15,  -3.9126533189043996e-12,   3.3908427573652999e-12,   9.0000000000000000e+01
   2.0909317348971485e+03,  -6.4260515682223998e-15,  -1.1043014450069999e-15,  -3.7638949233761003e-12,   3.2616111322140002e-12,   9.0000000000000000e+01
   2.1102922139239740e+03,  -6.2205547724359003e-15,  -1.0437832850475000e-15,  -3.6225849166761002e-12,   3.1388465741068999e-12,   5.0000000000000000e+00
   2.1296526929507995e+03,  -6.0220166923131001e-15,  -9.8588545764004999e-16,  -3.4882644566929999e-12,   3.0221515896583001e-12,   5.0000000000000000e+00
