   z,   ex_real,   ex_imag,   hy_real,   hy_imag,   rho
   1.3752755489557560e+03,  -4.2237302986016000e-13,   2.9243039724272003e-14,  -2.5040003559401999e-10,   6.5996009839861997e-11,   2.0000000000000000e+00
   1.3989871963515448e+03,  -3.6110283612329001e-13,   3.5038827420057001e-14,  -2.2135063994720000e-10,   5.8306984246429002e-11,   2.0000000000000000e+00
   1.4226988437473337e+03,  -3.0968762787528002e-13,   3.7207634516339001e-14,  -1.9687582845554999e-10,   5.1407966679248002e-11,   2.0000000000000000e+00
   1.4464104911431227e+03,  -2.6655290657695003e-13,   3.7018888782846000e-14,  -1.7611968206593001e-10,   4.5309140191916000e-11,   2.0000000000000000e+00
   1.4701221385389115e+03,  -2.3032678157622001e-13,   3.5364569249567000e-14,  -1.5839547059466001e-10,   3.9972781959631998e-11,   2.0000000000000000e+00
   1.4938337859347005e+03,  -1.9983890201813001e-13,   3.2858716190466997e-14,  -1.4315383189495001e-10,   3.5335265590915002e-11,   2.0000000000000000e+00
   1.5175454333304892e+03,  -1.7410603455748999e-13,   2.9914748373106002e-14,  -1.2995586677611000e-10,   3.1321616979688998e-11,   2.0000000000000000e+00
   1.5412570807262782e+03,  -1.5231117940329001e-13,   2.6803953204885000e-14,  -1.1845082064243000e-10,   2.7854734527396001e-11,   2.0000000000000000e+00
   1.5649687281220672e+03,  -1.3378060697000000e-13,   2.3698735514282999e-14,  -1.0835785770174000e-10,   2.4860880350831001e-11,   2.0000000000000000e+00
   1.5886803755178560e+03,  -1.1796142241292001e-13,   2.0703955369995001e-14,  -9.9451369467996003e-11,   2.2272638348540999e-11,   2.0000000000000000e+00
   1.6123920229136450e+03,  -1.0440106085563000e-13,   1.7879217855126001e-14,  -9.1549259351294005e-11,   2.0030209679822001e-11,   2.0000000000000000e+00
   1.6361036703094339e+03,  -9.2729334680236002e-14,   1.5254452214827999e-14,  -8.4503682991871999e-11,   1.8081664838439999e-11,   2.0000000000000000e+00
   1.6598153177052225e+03,  -8.2643174221315001e-14,   1.2840617474968000e-14,  -7.8193781382897998e-11,   1.6382581653592001e-11,   2.0000000000000000e+00
   1.6835269651010115e+03,  -7.3893929826790001e-14,   1.0636935437823000e-14,  -7.2520008621073005e-11,   1.4895358299501999e-11,   2.0000000000000000e+00
   1.7072386124968007e+03,  -6.6276965906010997e-14,   8.6356926612572999e-15,  -6.7399720707389002e-11,   1.3588389076084001e-11,   2.0000000000000000e+00
   1.7309502598925892e+03,  -5.9623225638741996e-14,   6.8253689815524997e-15,  -6.2763751769292005e-11,   1.2435219242493001e-11,   2.0000000000000000e+00
   1.7546619072883782e+03,  -5.3792443459058001e-14,   5.1926327031219001e-15,  -5.8553757151949005e-11,   1.1413746065448000e-11,   2.0000000000000000e+00
   1.7783735546841672e+03,  -4.8667707949323000e-14,   3.7235805280999997e-15,  -5.4720148226102002e-11,   1.0505500515209000e-11,   2.0000000000000000e+00
   1.8020852020799559e+03,  -4.4151115516632000e-14,   2.4044823057736000e-15,  -5.1220481568607997e-11,   9.6950230584972005e-12,   2.0000000000000000e+00
   1.8257968494757449e+03,  -4.0160296190517002e-14,   1.2222065521470000e-15,  -4.8018195982954998e-11,   8.9693342272749003e-12,   2.0000000000000000e+00
   1.8495084968715339e+03,  -3.6625632037441000e-14,   1.6444386025016001e-16,  -4.5081615483745998e-11,   8.3174934591451997e-12,   2.0000000000000000e+00
   1.8732201442673227e+03,  -3.3488023546783002e-14,  -7.8019506416721003e-16,  -4.2383155796030999e-11,   7.7302361994659994e-12,   2.0000000000000000e+00
   1.8969317916631117e+03,  -3.0697088986055001e-14,  -1.6221572431401001e-15,  -3.9898687021584998e-11,   7.1996780704297996e-12,   2.0000000000000000e+00
   1.9206434390589006e+03,  -2.8209706137934999e-14,  -2.3709696977277000e-15,  -3.7607016725059999e-11,   6.7190751088923997e-12,   2.0000000000000000e+00
   1.9443550864546894e+03,  -2.5988825479347001e-14,  -3.0352864697462999e-15,  -3.5489466514271997e-11,   6.2826300205161999e-12,   2.0000000000000000e+00
   1.9680667338504784e+03,  -2.4002499407000998e-14,  -3.6229482567292996e-15,  -3.3529521837884001e-11,   5.8853356829643001e-12,   2.0000000000000000e+00
   1.9917783812462674e+03,  -2.2223084261288001e-14,  -4.1410472838501999e-15,  -3.1712539699640999e-11,   5.5228485013616996e-12,   2.0000000000000000e+00
   2.0154900286420559e+03,  -2.0626581314646001e-14,  -4.5959929997608002e-15,  -3.0025502691405003e-11,   5.1913855282634000e-12,   9.0000000000000000e+01
   2.0392016760378449e+03,  -1.9192090151025001e-14,  -4.9935760060294999e-15,  -2.8456810493294998e-11,   4.8876404320153004e-12,   9.0000000000000000e+01
   2.0629133234336341e+03,  -1.7901353453029001e-14,  -5.3390287428879004e-15,  -2.6996102022598002e-11,   4.6087144012787002e-12,   9.0000000000000000e+01
   2.0866249708294226e+03,  -1.6738376521755000e-14,  -5.6370821326083000e-15,  -2.5634102920432999e-11,   4.3520589065308003e-12,   9.0000000000000000e+01
   2.1103366182252116e+03,  -1.5689108187502001e-14,  -5.8920177981762998e-15,  -2.4362494186894999e-11,   4.1154279138558996e-12,   5.0000000000000000e+00
   2.1340482656210006e+03,  -1.4741172362800001e-14,  -6.1077157345559997e-15,  -2.3173798615835001e-11,   3.8968376819715001e-12,   5.0000000000000000e+00
   2.1577599130167896e+03,  -1.3883641522036000e-14,  -6.2876974751588999e-15,  -2.2061282316527999e-11,   3.6945326921895999e-12,   5.0000000000000000e+00
   2.1814715604125786e+03,  -1.3106844998650001e-14,  -6.4351649038020999e-15,  -2.1018869096820000e-11,   3.5069565844335000e-12,   5.0000000000000000e+00
   2.2051832078083676e+03,  -1.2402206272033000e-14,  -6.5530349334041003e-15,  -2.0041065861469999e-11,   3.3327272199055001e-12,   5.0000000000000000e+00
   2.2288948552041561e+03,  -1.1762104446642999e-14,  -6.6439703187067001e-15,  -1.9122897478837999e-11,   3.1706151792202001e-12,   5.0000000000000000e+00
   2.2526065025999451e+03,  -1.1179755960935000e-14,  -6.7104068983922004e-15,  -1.8259849809657002e-11,   3.0195251475208999e-12,   5.0000000000000000e+00
   2.2763181499957341e+03,  -1.0649113245318000e-14,  -6.7545775764156999e-15,  -1.7447819787759999e-11,   2.8784797463070000e-12,   5.0000000000000000e+00
   2.3000297973915226e+03,  -1.0164777607606000e-14,  -6.7785333558856000e-15,  -1.6683071604765000e-11,   2.7466054541577001e-12,   5.0000000000000000e+00
   2.3237414447873116e+03,  -9.7219240854700002e-15,  -6.7841617340579998e-15,  -1.5962198186378999e-11,   2.6231203217478999e-12,   5.0000000000000000e+00
   2.3474530921831006e+03,  -9.3162363864811999e-15,  -6.7732027553622000e-15,  -1.5282087262372001e-11,   2.5073232356502001e-12,   5.0000000000000000e+00
   2.3711647395788896e+03,  -8.9438503520127000e-15,  -6.7472630030723002e-15,  -1.4639891429611001e-11,   2.3985845240215001e-12,   5.0000000000000000e+00
   2.3948763869746786e+03,  -8.6013046431476997e-15,  -6.7078277902556000e-15,  -1.4033001690552999e-11,   2.2963377281546998e-12,   5.0000000000000000e+00
   2.4185880343704675e+03,  -8.2854975638990995e-15,  -6.6562717887861001e-15,  -1.3459024020805000e-11,   2.2000723889855999e-12,   5.0000000000000000e+00
   2.4422996817662561e+03,  -7.9936491172710006e-15,  -6.5938683120856996e-15,  -1.2915758580427000e-11,   2.1093277183967001e-12,   5.0000000000000000e+00
   2.4660113291620451e+03,  -7.7232675391005008e-15,  -6.5217974442536998e-15,  -1.2401181236175000e-11,   2.0236870425756002e-12,   5.0000000000000000e+00
   2.4897229765578340e+03,  -7.4721196784676003e-15,  -6.4411531856574000e-15,  -1.1913427106990999e-11,   1.9427729194653998e-12,   5.0000000000000000e+00
   2.5134346239536230e+03,  -7.2382046960399000e-15,  -6.3529497636563001e-15,  -1.1450775883863001e-11,   1.8662428450495999e-12,   5.0000000000000000e+00
   2.5371462713494120e+03,  -7.0197306365767003e-15,  -6.2581272372291003e-15,  -1.1011638708526000e-11,   1.7937854741581999e-12,   5.0000000000000000e+00
   2.5608579187452010e+03,  -6.8150935021810997e-15,  -6.1575565059312003e-15,  -1.0594546424149000e-11,   1.7251172910362000e-12,   5.0000000000000000e+00
   2.5845695661409895e+03,  -6.6228585109523996e-15,  -6.0520438172435998e-15,  -1.0198139035794000e-11,   1.6599796731755001e-12,   5.0000000000000000e+00
   2.6082812135367785e+03,  -6.4417432739313000e-15,  -5.9423348516283000e-15,  -9.8211562396079005e-12,   1.5981362991953001e-12,   5.0000000000000000e+00
